code,name,description,type,bill_name,bill_number,bill_year,bill_section,bill_subsection,bill_paragraph,direct_link
115-1-40,Číslo jednací rozhodnutí o zákazu pobytu,Číslo jednací rozhodnutí o zákazu pobytu,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,j,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-j
115-1-41,"Označení soudu nebo správního orgánu, který o zákazu pobytu rozhodl","Označení soudu nebo správního orgánu, který o zákazu pobytu rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,j,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-j
115-1-42,"Jméno, popř. jména matky","Jméno, popř. jména matky",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-43,Příjmení matky,Příjmení matky,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-44,Rodné příjmení matky,Rodné příjmení matky,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-45,Rodné číslo matky,Rodné číslo matky,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-46,Datum narození matky,Datum narození matky,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-47,"Jméno, popř. jména otce","Jméno, popř. jména otce",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-48,Příjmení otce,Příjmení otce,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-49,Rodné příjmení otce,Rodné příjmení otce,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-50,Rodné číslo otce,Rodné číslo otce,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-51,Datum narození otce,Datum narození otce,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-52,"Jméno, popř. jména jiného zákonného zástupce - FO","Jméno, popř. jména jiného zákonného zástupce - FO",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-53,Příjmení jiného zákonného zástupce - FO,Příjmení jiného zákonného zástupce - FO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-54,Rodné příjmení jiného zákonného zástupce - FO,Rodné příjmení jiného zákonného zástupce - FO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-55,Rodné číslo jiného zákonného zástupce - FO,Rodné číslo jiného zákonného zástupce - FO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-56,Datum narození jiného zákonného zástupce - FO,Datum narození jiného zákonného zástupce - FO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-57,Název jiného zákonného zástupce - PO,Název jiného zákonného zástupce - PO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-58,Sídlo jiného zákonného zástupce - PO,Sídlo jiného zákonného zástupce - PO,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,k,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-k
115-1-59,Rodinný stav,"Rodinný stav, popř. registrované partnerství",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-59,Rodinný stav,"Rodinný stav, popř. registrované partnerství",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,g,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-g
115-1-60,Datum uzavření manželství,Datum uzavření manželství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-61,Místo a okres nebo stát uzavření manželství,Místo a okres nebo stát uzavření manželství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-62,Datum právní moci rozhodnutí o prohlášení manželství za neplatné,Datum právní moci rozhodnutí o prohlášení manželství za neplatné,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-63,Datum právní moci rozhodnutí o zdánlivém manželství,Datum právní moci rozhodnutí o zdánlivém manželství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-64,Datum zániku manželství smrtí jednoho z manželů,Datum zániku manželství smrtí jednoho z manželů,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-65,Datum právní moci rozhodnutí o prohlášení jednoho z manželů za mrtvého,Datum právní moci rozhodnutí o prohlášení jednoho z manželů za mrtvého,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-66,"Den, který platí za den smrti jednoho z manželů, popř. za den, který tento manžel nepřežil","Den, který platí za den smrti jednoho z manželů, popř. za den, který tento manžel nepřežil",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-67,Datum právní moci rozhodnutí o rozvodu manželství,Datum právní moci rozhodnutí o rozvodu manželství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,l,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-l
115-1-68,Datum vzniku registrovaného partnerství,Datum vzniku registrovaného partnerství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,m,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-m
115-1-69,Místo a okres nebo stát vzniku registrovaného partnerství,Místo a okres nebo stát vzniku registrovaného partnerství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,m,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-m
115-1-70,Datum právní moci rozhodnutí o neplatnosti registrovaného partnerství,Datum právní moci rozhodnutí o neplatnosti registrovaného partnerství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,m,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-m
115-1-71,Datum právní moci rozhodnutí o neexistenci registrovaného partnerství,Datum právní moci rozhodnutí o neexistenci registrovaného partnerství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,m,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-m
115-1-72,Datum zániku registrovaného partnerství smrtí jednoho z partnerů,Datum zániku registrovaného partnerství smrtí jednoho z partnerů,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,m,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-m
115-1-73,Datum právní moci rozhodnutí o prohlášení jednoho z partnerů za mrtvého,Datum právní moci rozhodnutí o prohlášení jednoho z partnerů za mrtvého,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,m,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-m
115-1-74,"Den, který platí za den smrti jednoho z partnerů, popř. za den, který tento partner nepřežil","Den, který platí za den smrti jednoho z partnerů, popř. za den, který tento partner nepřežil",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,m,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-m
115-1-75,Datum právní moci rozhodnutí o zrušení registrovaného partnerství,Datum právní moci rozhodnutí o zrušení registrovaného partnerství,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,m,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-m
115-1-76,"Jméno, popř. jména manžela","Jméno, popř. jména manžela",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-77,Příjmení manžela,Příjmení manžela,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-78,Rodné příjmení manžela,Rodné příjmení manžela,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-79,Rodné číslo manžela,Rodné číslo manžela,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-80,Datum narození manžela,Datum narození manžela,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-81,"Jméno, popř. jména partnera","Jméno, popř. jména partnera",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-82,Příjmení partnera,Příjmení partnera,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-83,Rodné příjmení partnera,Rodné příjmení partnera,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-84,Rodné číslo partnera,Rodné číslo parnera,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-85,Datum narození partnera,Datum narození partnera,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,n,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-n
115-1-86,"Jméno, popř. jména dítěte","Jméno, popř. jména dítěte",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,o,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-o
115-1-87,Příjmení dítěte,Příjmení dítěte,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,o,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-o
115-1-88,Rodné příjmení dítěte,Rodné příjmení dítěte,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,o,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-o
115-1-89,Rodné číslo dítěte,Rodné číslo dítěte,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,o,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-o
115-1-90,Datum narození dítěte,Datum narození dítěte,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,o,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-o
115-1-91,Stupeň osvojení,Stupeň osvojení,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-92,"Původní jméno, popř. jména osvojence","Původní jméno, popř. jména osvojence",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-93,Původní příjmení osvojence,Původní příjmení osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-94,Původní rodné příjmení osvojence,Původní rodné příjmení osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-95,Původní rodné číslo osvojence,Původní rodné číslo osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-96,"Nové jméno, popř. jména osvojence","Nové jméno, popř. jména osvojence",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-97,Nové příjmení osvojence,Nové příjmení osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-98,Nové rodné příjmení osvojence,Nové rodné příjmení osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-99,Nové rodné číslo osvojence,Nové rodné číslo osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-100,Datum narození osvojence,Datum narození osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-101,Místo a okres nebo stát narození osvojence,Místo a okres nebo stát narození osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-102,"Jméno, popř. jména osvojitele","Jméno, popř. jména osvojitele",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-103,Příjmení osvojitele,Příjmení osvojitele,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-104,Rodné příjmení osvojitele,Rodné příjmení osvojitele,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-105,Rodné číslo osvojitele,Rodné číslo osvojitele,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-106,Datum narození osvojitele,Datum narození osvojitele,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-107,"Jméno, popř. jména matky osvojence","Jméno, popř. jména matky osvojence",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-108,Příjmení matky osvojence,Příjmení matky osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-109,Rodné příjmení matky osvojence,Rodné příjmení matky osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-110,Rodné číslo matky osvojence,Rodné číslo matky osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-111,Datum narození matky osvojence,Datum narození matky osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-112,"Jméno, popř. jména otce osvojence","Jméno, popř. jména otce osvojence",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-113,Příjmení otce osvojence,Příjmení otce osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-114,Rodné příjmení otce osvojence,Rodné příjmení otce osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-115,Rodné číslo otce osvojence,Rodné číslo otce osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-116,Datum narození otce osvojence,Datum narození otce osvojence,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-117,Datum právní moci rozhodnutí o osvojení,Datum právní moci rozhodnutí o osvojení,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-118,Datum právní moci rozhodnutí o zrušení osvojení,Datum právní moci rozhodnutí o zrušení osvojení,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,p,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-p
115-1-119,Záznam o poskytnutí údajů (§ 8 odst. 12),Záznam o poskytnutí údajů (§ 8 odst. 12),Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,q,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-q
115-1-120,Datum úmrtí,Datum úmrtí,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,r,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-r
115-1-120,Datum úmrtí,Datum úmrtí,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,4,h,https://www.zakonyprolidi.cz/cs/2000-133#p3-4-h
115-1-121,Místo a okres nebo stát úmrtí,Místo a okres nebo stát úmrtí,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,r,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-r
115-1-122,Datum právní moci rozhodnutí o prohlášení za nezvěstného,Datum právní moci rozhodnutí o prohlášení za nezvěstného,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,s,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-s
115-1-123,"Den, kdy nastaly účinky prohlášení za nezvěstného","Den, kdy nastaly účinky prohlášení za nezvěstného",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,s,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-s
115-1-124,"Číslo jednací soudu, který o prohlášení za nezvěstného rozhodl","Číslo jednací soudu, který o prohlášení za nezvěstného rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,s,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-s
115-1-125,"Označení soudu, který o prohlášení za nezvěstného rozhodl","Označení soudu, který o prohlášení za nezvěstného rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,s,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-s
115-1-126,Datum právní moci rozhodnutí o zrušení prohlášení za nezvěstného,Datum právní moci rozhodnutí o zrušení prohlášení za nezvěstného,Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,s,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-s
115-1-127,"Číslo jednací soudu, který o zrušení prohlášení za nezvěstného rozhodl","Číslo jednací soudu, který o zrušení prohlášení za nezvěstného rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,s,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-s
115-1-128,"Označení soudu, který o zrušení prohlášení za nezvěstného rozhodl","Označení soudu, který o zrušení prohlášení za nezvěstného rozhodl",Nereferenční,"Zákon o evidenci obyvatel a rodných číslech a o změně něterých zákonů (zákon o evidenci obyvatel), ve znění pozdějších předpisů",133,2000,3,3,s,https://www.zakonyprolidi.cz/cs/2000-133#p3-3-s
