code,name,description,type,bill_name,bill_number,bill_year,bill_section,bill_subsection,bill_paragraph,direct_link
3925-1-2,agendový identifikátor fyzické osoby,Agendový identifikátor fyzické osoby pro agendu autentizace držitele občanského průkazu uvedeného v § 2 odst. 2 písm. a) zák. č. 328/1999 Sb.,Nereferenční,Zákon o občanských průkazech,328,1999,18c,3,b,https://www.zakonyprolidi.cz/cs/1999-328#p18c-3-b
4080-1-1,Jméno oprávněné osoby,"jméno, popřípadě jména a příjmení oprávněné osoby, jejíž majetkový nárok přešel na stát",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,a,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-a
4080-1-2,Datum narození oprávněné osoby,Datum narození oprávněné osoby jejíž majetkový nárok přešel na stát,Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,a,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-a
4080-1-3,adresa bydliště oprávněné osoby,"adresa bydliště oprávněné osoby, jejíž majetkový nárok přešel na stát",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,a,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-a
4080-1-4,údaje o obchodních firmách oprávněné osoby,"název, identifikační číslo nebo obdobný údaj, adresa bydliště obchodní firmy oprávněné osoby, jejíž majetkový nárok přešel na stát",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,a,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-a
4080-1-5,Jméno pachatele,"jméno, popřípadě jména a příjmení pachatele, vůči kterému vznikl oprávněné osobě majetkový nárok",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,b,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-b
4080-1-6,Datum narození pachatele,"Datum narození pachatele, vůči kterému vznikl oprávněné osobě majetkový nárok",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,b,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-b
4080-1-7,adresa bydliště pachatele,"adresa bydliště pachatele, vůči kterému vznikl oprávněné osobě majetkový nárok",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,b,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-b
4080-1-8,Údaje o obchodních firmách pachatele,"název, identifikační číslo nebo obdobný údaj, adresa bydliště obchodní firmy, pachatele, vůči kterému vznikl oprávněné osobě majetkový nárok",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,b,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-b
4080-1-9,"Údaje o soudním řízení, ve které byl oprávněné osobě přiznán majetkový nárok","označení soudního řízení, ve kterém byl oprávněné osobě přiznán majetkový nárok, spisová značka, pod kterou je vedeno; v případě majetkového nároku na uhrazení dlužného výživného se označí řízení o trestném činu zanedbání povinné výživy",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,c,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-c
4080-1-10,"Označní soudu, který vydal rozhodnutí o majetkové nároku oprávněné osoby","označení soudu, který vydal rozhodnutí, kterým byl oprávněné osobě přiznán majetkový nárok; v případě majetkového nároku na uhrazení dlužného výživného se označí soud, který vydal odsuzující rozsudek v řízení o trestném činu zanedbání povinné výživy",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,d,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-d
4080-1-11,"Majetkový nárok, který přešel  na stát","Výše majetkové nároku, který přešel na stát",Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,e,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-e
4080-1-12,Datum přechodu majetkového nároku,datum přechodu majetkového nároku z oprávněné osoby na stát,Nereferenční,Zákon o použití peněžních prostředků z majetkových trestních sankcí uložených v trestním řízení a o změně některých zákonů,59,2017,17,1,f,https://www.zakonyprolidi.cz/cs/2017-59#p17-1-f
483-1-1,"Evidence osob, které spáchaly trestný čin","evidence fyzických a právnických osob pravomocně odsouzených soudy v trestním řízení a dále evidenci jiných významných skutečností pro trestní řízení, pokud tak stanoví tento nebo jiný zákon.",Nereferenční,Zákon o Rejstříku trestů,269,1994,2,1,,https://www.zakonyprolidi.cz/cs/1994-269#p2-1-
483-1-3,Jméno příjmení,"jméno, popřípadě jména, příjmení",Referenční,Zákon o Rejstříku trestů,269,1994,2a,"1,2,3,4,5,6,7",a,"https://www.zakonyprolidi.cz/cs/1994-269#p2a-1,2,3,4,5,6,7-a"
483-1-4,Adresa,adresa místa pobytu,Referenční,Zákon o Rejstříku trestů,269,1994,2a,1,b,https://www.zakonyprolidi.cz/cs/1994-269#p2a-1-b
483-1-5,Datum a místo narození,"datum, místo a okres narození; u fyzické osoby, která se narodila v cizině, datum, místo a stát, kde se narodila",Referenční,Zákon o Rejstříku trestů,269,1994,2a,1,c,https://www.zakonyprolidi.cz/cs/1994-269#p2a-1-c
483-1-5,Datum a místo narození,"datum, místo a okres narození; u fyzické osoby, která se narodila v cizině, datum, místo a stát, kde se narodila",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,b,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-b
483-1-5,Datum a místo narození,"datum, místo a okres narození; u fyzické osoby, která se narodila v cizině, datum, místo a stát, kde se narodila",Referenční,Zákon o Rejstříku trestů,269,1994,2a,4,d,https://www.zakonyprolidi.cz/cs/1994-269#p2a-4-d
483-1-5,Datum a místo narození,"datum, místo a okres narození; u fyzické osoby, která se narodila v cizině, datum, místo a stát, kde se narodila",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,b,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-b
483-1-6,Datum a místo úmrtí,"datum, místo a okres úmrtí; jde-li o úmrtí mimo území České republiky datum úmrtí, místo a stát, na jehož území k úmrtí došlo; je-li vydáno rozhodnutí soudu o prohlášení za mrtvého, den, který je v rozhodnutí uveden jako den smrti nebo den,",Referenční,Zákon o Rejstříku trestů,269,1994,2a,1,d,https://www.zakonyprolidi.cz/cs/1994-269#p2a-1-d
483-1-6,Datum a místo úmrtí,"datum, místo a okres úmrtí; jde-li o úmrtí mimo území České republiky datum úmrtí, místo a stát, na jehož území k úmrtí došlo; je-li vydáno rozhodnutí soudu o prohlášení za mrtvého, den, který je v rozhodnutí uveden jako den smrti nebo den,",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,p,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-p
483-1-6,Datum a místo úmrtí,"datum, místo a okres úmrtí; jde-li o úmrtí mimo území České republiky datum úmrtí, místo a stát, na jehož území k úmrtí došlo; je-li vydáno rozhodnutí soudu o prohlášení za mrtvého, den, který je v rozhodnutí uveden jako den smrti nebo den,",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,s,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-s
483-1-7,Státní občanství,"státní občanství, popřípadě více státních občanství",Referenční,Zákon o Rejstříku trestů,269,1994,2a,1,e,https://www.zakonyprolidi.cz/cs/1994-269#p2a-1-e
483-1-7,Státní občanství,"státní občanství, popřípadě více státních občanství",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,e,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-e
483-1-7,Státní občanství,"státní občanství, popřípadě více státních občanství",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,f,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-f
483-1-8,Pohlaví,pohlaví,Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,c,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-c
483-1-8,Pohlaví,pohlaví,Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,c,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-c
483-1-9,Rodné číslo,Rodné číslo,Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,d,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-d
483-1-9,Rodné číslo,Rodné číslo,Referenční,Zákon o Rejstříku trestů,269,1994,2a,3,b,https://www.zakonyprolidi.cz/cs/1994-269#p2a-3-b
483-1-9,Rodné číslo,Rodné číslo,Referenční,Zákon o Rejstříku trestů,269,1994,2a,4,b,https://www.zakonyprolidi.cz/cs/1994-269#p2a-4-b
483-1-9,Rodné číslo,Rodné číslo,Referenční,Zákon o Rejstříku trestů,269,1994,2a,5,b,https://www.zakonyprolidi.cz/cs/1994-269#p2a-5-b
483-1-9,Rodné číslo,Rodné číslo,Referenční,Zákon o Rejstříku trestů,269,1994,2a,6,b,https://www.zakonyprolidi.cz/cs/1994-269#p2a-6-b
483-1-9,Rodné číslo,Rodné číslo,Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,e,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-e
483-1-10,Adresa trvalého pobytu,"adresa místa trvalého pobytu, včetně předchozích adres místa trvalého pobytu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,f,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-f
483-1-10,Adresa trvalého pobytu,"adresa místa trvalého pobytu, včetně předchozích adres místa trvalého pobytu, popřípadě adresa, na kterou mají být doručovány písemnosti podle jiného právního předpisu",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,g,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-g
483-1-11,Počátek a zrušení trvalého pobytu,"počátek trvalého pobytu, popřípadě datum zrušení údaje o místu trvalého pobytu nebo datum ukončení trvalého pobytu na území České republiky",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,g,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-g
483-1-11,Počátek a zrušení trvalého pobytu,"počátek trvalého pobytu, popřípadě datum zrušení údaje o místu trvalého pobytu nebo datum ukončení trvalého pobytu na území České republiky",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,i,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-i
483-1-12,Omezení svéprávnosti,"omezení svéprávnosti, jméno, popřípadě jména, příjmení a rodné číslo opatrovníka; nebylo-li opatrovníkovi rodné číslo přiděleno, datum, místo a okres narození; je-li opatrovníkem ustanoven orgán místní správy, název a adresa sídla",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,h,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-h
483-1-12,Omezení svéprávnosti,"omezení svéprávnosti, jméno, popřípadě jména, příjmení a rodné číslo opatrovníka; nebylo-li opatrovníkovi rodné číslo přiděleno, datum, místo a okres narození; je-li opatrovníkem ustanoven orgán místní správy, název a adresa sídla",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,j,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-j
483-1-13,Jména rodičů,"jméno, popřípadě jména, příjmení a rodné číslo otce, matky, popřípadě jiného zákonného zástupce; v případě, že jeden z rodičů nebo jiný zákonný zástupce nemá přiděleno rodné číslo, jméno, popřípadě jména, příjmení, datum narození;",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,i,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-i
483-1-13,Jména rodičů,"jméno, popřípadě jména, příjmení a rodné číslo otce, matky, popřípadě jiného zákonného zástupce; v případě, že jeden z rodičů nebo jiný zákonný zástupce nemá přiděleno rodné číslo, jméno, popřípadě jména, příjmení, datum narození;",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,p,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-p
483-1-14,Rodinný stav,"rodinný stav, datum, místo a okres uzavření manželství, došlo-li k uzavření manželství mimo území České republiky, místo a stát, datum nabytí právní moci rozhodnutí soudu o prohlášení manželství za neplatné, datum nabytí právní moci",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,j,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-j
483-1-14,Rodinný stav,"rodinný stav, datum, místo a okres uzavření manželství, došlo-li k uzavření manželství mimo území České republiky, místo a stát, datum nabytí právní moci rozhodnutí soudu o prohlášení manželství za neplatné, datum nabytí právní moci",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,l,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-l
483-1-15,Registrované partnerství,"datum a místo vzniku registrovaného partnerství, datum nabytí právní moci rozhodnutí soudu o neplatnosti registrovaného partnerství nebo o neexistenci registrovaného partnerství,",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,k,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-k
483-1-15,Registrované partnerství,"datum a místo vzniku registrovaného partnerství, datum nabytí právní moci rozhodnutí soudu o neplatnosti registrovaného partnerství nebo o neexistenci registrovaného partnerství,",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,m,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-m
483-1-16,jméno manžela,"jméno, popřípadě jména, příjmení a rodné číslo manžela nebo registrovaného partnera; je-li manželem nebo registrovaným partnerem fyzická osoba, která nemá přiděleno rodné číslo, jméno, popřípadě jména, příjmení manžela",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,l,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-l
483-1-17,Jméno dítěte,"jméno, popřípadě jména, příjmení a rodné číslo dítěte; je-li dítě cizinec, který nemá přiděleno rodné číslo, jméno, popřípadě jména, příjmení dítěte a datum jeho narození",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,m,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-m
483-1-17,Jméno dítěte,"jméno, popřípadě jména, příjmení a rodné číslo dítěte; je-li dítě cizinec, který nemá přiděleno rodné číslo, jméno, popřípadě jména, příjmení dítěte a datum jeho narození",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,o,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-o
483-1-18,Údaje o osvojení,"o osvojenci údaje v rozsahu1. stupeň osvojení,2. původní a nové jméno, 3. původní a nové rodné číslo osvojence,4. datum, místo a okres narození,5. rodná čísla osvojitelů6. 7.",Referenční,Zákon o Rejstříku trestů,269,1994,2a,2,n,https://www.zakonyprolidi.cz/cs/1994-269#p2a-2-n
483-1-18,Údaje o osvojení,"o osvojenci údaje v rozsahu1. stupeň osvojení,2. původní a nové jméno, 3. původní a nové rodné číslo osvojence,4. datum, místo a okres narození,5. rodná čísla osvojitelů6. 7.",Referenční,Zákon o Rejstříku trestů,269,1994,2a,7,q,https://www.zakonyprolidi.cz/cs/1994-269#p2a-7-q
